,Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,GEO_ID,STATE,COUNTY,NAME,LSAD,CENSUSAREA,geometry,long_lat,NEWNAME,deer_density,deer_row,deer_dist
2973,Pend Oreille County,Washington,53,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US53051,53.0,51.0,Pend Oreille,County,1399.989,"POLYGON ((-117.429539194546 48.9999569123203, -117.268192 48.999928, -117.268247 48.999818, -117.032351 48.999188, -117.033177402308 48.846562981904, -117.034358 48.628523, -117.034499 48.620769, -117.035285 48.430113, -117.035285 48.429816, -117.035254 48.423144, -117.035289 48.422732, -117.035178 48.371221, -117.035178 48.370878, -117.039599 48.184387, -117.039615 48.184015, -117.039582 48.181124, -117.039582 48.180853, -117.039583 48.180313, -117.039618 48.178142, -117.039413 48.17725, -117.039552 48.17396, -117.041401 48.0855, -117.041676 48.04555999999999, -117.436903 48.047206, -117.437521 48.134631, -117.502314 48.134864, -117.499695 48.656227, -117.629241 48.655848, -117.629512 48.742683, -117.563527 48.742464, -117.563619 48.836699, -117.498577 48.836813, -117.498868 48.92278599999999, -117.430203 48.923068, -117.429539194546 48.9999569123203))","(-117.27407994204712, 48.5321525173879)",Pend Oreille County,10,1278,21
2974,Pierce County,Washington,53,53,1,1,2,1,2,3,0,0,2,1,2,1,1,2,0,3,6,3,0500000US53053,53.0,53.0,Pierce,County,1669.508,"POLYGON ((-122.4442 47.266723, -122.437726891184 47.268046450271, -122.429605 47.269707, -122.418074 47.281765, -122.409199 47.288556, -122.413735 47.293921, -122.424235 47.297521, -122.432335 47.296021, -122.444635 47.300421, -122.443008 47.306333, -122.423535 47.319121, -122.418267646656 47.3206144238126, -122.33486 47.257594, -122.229494 47.257538, -122.229208 47.257538, -122.143967 47.257347, -122.047909 47.171645, -121.839148 47.143356, -121.796678 47.17305899999999, -121.379671 47.086765, -121.4565 46.922733, -121.52327 46.87328, -121.456356 46.783744, -121.758941 46.783734, -121.83259 46.729721, -122.202721 46.762628, -122.372977 46.845038, -122.491497 46.867863, -122.637396 46.977097, -122.7595 47.141216, -122.775997 47.155187, -122.792371 47.174169, -122.821426 47.194211, -122.85005 47.272917, -122.801451 47.404016, -122.53672 47.40299, -122.538429 47.390829, -122.528434 47.378211, -122.53793510534 47.3592029904562, -122.551536 47.35954, -122.55584 47.347519, -122.57134 47.327219, -122.575985 47.32642, -122.573739 47.318419, -122.571239 47.315619, -122.547747 47.316403, -122.547408 47.31773399999999, -122.540238 47.31852, -122.533338 47.31662, -122.471652 47.277321, -122.4442 47.266723))","(-122.14126302649392, 47.03632060545531)",Pierce County,1,1747,26
2975,San Juan County,Washington,53,55,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0500000US53055,53.0,55.0,San Juan,County,173.915,"MULTIPOLYGON (((-122.800217 48.60169, -122.804869 48.595932, -122.801096 48.585425, -122.786586 48.576666, -122.771206 48.56242599999999, -122.770349 48.558106, -122.772384 48.552143, -122.782618 48.545191, -122.788503 48.530393, -122.787347 48.52301199999999, -122.777467 48.517799, -122.779124 48.508911, -122.800414 48.494467, -122.816332 48.487841, -122.817912 48.483888, -122.81973 48.45884299999999, -122.8131 48.452856, -122.807708 48.444058, -122.802509 48.433098, -122.803521 48.428748, -122.812208 48.422326, -122.825803 48.424131, -122.874135 48.41819599999999, -122.883759 48.418793, -122.893646 48.422655, -122.889016 48.435947, -122.903214 48.436979, -122.913888 48.443231, -122.917771 48.439781, -122.928004 48.439966, -122.91646 48.453263, -122.920099 48.458428, -122.926901 48.460874, -122.937881 48.456221, -122.962009 48.451161, -123.039156 48.460003, -123.058154 48.471522, -123.067675 48.47949699999999, -123.119451 48.492576, -123.141478 48.505291, -123.151065 48.513955, -123.163234 48.529544, -123.164057 48.535622, -123.161853 48.539255, -123.16147 48.547618, -123.172412 48.556486, -123.176266 48.562131, -123.175852 48.568483, -123.171958 48.572255, -123.173061 48.579086, -123.184941 48.58697, -123.197754 48.586216, -123.20268 48.590214, -123.203026 48.59617799999999, -123.195725 48.607055, -123.178425 48.622115, -123.151643 48.623686, -123.139705244805 48.6227863453916, -123.135644582323 48.6201710055677, -123.107362 48.622451, -123.098462 48.612834, -123.098254 48.61009199999999, -123.102074 48.604035, -123.101552 48.59782, -123.074611 48.59181599999999, -123.06004 48.582105, -123.048403 48.569216, -123.033669 48.563409, -123.015046 48.560821, -122.987296 48.561895, -122.98611 48.569984, -122.989649 48.574668, -122.995026 48.578162, -123.0048 48.580788, -123.016647 48.580244, -123.034101 48.591767, -123.024902 48.594484, -123.023433 48.599477, -123.041189 48.611947, -123.04653 48.61149, -123.048652 48.621002, -123.023495 48.634001, -123.015592 48.642567, -123.014829 48.647503, -123.009924 48.655064, -122.988884 48.667246, -122.984853 48.672686, -122.949116 48.69339799999999, -122.941316 48.702904, -122.942367 48.706723, -122.918252 48.713505, -122.894599 48.71503, -122.875938 48.71212, -122.833124 48.698173, -122.802545 48.682682, -122.800267 48.67962, -122.743049 48.661991, -122.742082 48.660689, -122.755031 48.64951199999999, -122.783875 48.635419, -122.792147 48.633502, -122.809622 48.619035, -122.808864 48.61531, -122.79901 48.60468299999999, -122.79877 48.602352, -122.800217 48.60169)), ((-123.197953 48.68466, -123.186076 48.684917, -123.172066 48.679866, -123.14799 48.668001, -123.130962 48.656789, -123.122016049879 48.647064627471, -123.106165 48.633473, -123.119677246557 48.6329724058636, -123.134956336931 48.6372395392956, -123.215917 48.669352, -123.237148 48.683466, -123.236567 48.68895, -123.212892 48.689713, -123.197953 48.68466)), ((-123.025486 48.717966, -123.019699 48.721312, -123.009787 48.722291, -123.007511 48.718863, -123.005086 48.694342, -123.014449 48.684978, -123.021215 48.681416, -123.042337 48.675663, -123.041645 48.678633, -123.035672 48.68535, -123.03636 48.69007999999999, -123.047058 48.695772, -123.070427 48.699971, -123.040179 48.717296, -123.025486 48.717966)))","(-122.95533197403063, 48.5709698642801)",San Juan County,10,1278,27
2976,Skagit County,Washington,53,57,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0500000US53057,53.0,57.0,Skagit,County,1731.203,"MULTIPOLYGON (((-122.649405 48.588457, -122.642597 48.588339, -122.629321 48.5722, -122.610841 48.561146, -122.592901 48.553635, -122.583985 48.551534, -122.578856 48.54813, -122.572967 48.529028, -122.583565 48.53234, -122.590194194768 48.5362587111261, -122.59994788715 48.5369035847181, -122.619858323766 48.52924572604319, -122.635738302775 48.5260213643314, -122.640413627726 48.52586014515229, -122.649256 48.528769, -122.652041 48.531329, -122.654342 48.537956, -122.653612 48.548975, -122.650786 48.554019, -122.652384687434 48.5834319417803, -122.649405 48.588457)), ((-122.714512319541 48.6087798012354, -122.694672348398 48.5966020770849, -122.69174514919 48.5906119830552, -122.670637563365 48.5688123438067, -122.68944 48.543903, -122.717278 48.539739, -122.722407 48.540606, -122.724031 48.549906, -122.73048 48.565602, -122.736199 48.569005, -122.73944 48.573893, -122.739898 48.583949, -122.72493 48.603263, -122.714512319541 48.6087798012354)), ((-122.699266 48.621115, -122.69806 48.62307999999999, -122.674173 48.62994399999999, -122.657016 48.609891, -122.666149 48.608088, -122.676796 48.610055, -122.686136078553 48.6132671254121, -122.699266 48.621115)), ((-122.378210145065 48.29759, -122.38431 48.304123, -122.408718 48.326413, -122.424102 48.334346, -122.442678 48.337934, -122.475529 48.359912, -122.482423 48.361737, -122.497686 48.361837, -122.507437 48.364666, -122.533452 48.383409, -122.539449 48.39718999999999, -122.547492 48.39988899999999, -122.554535804104 48.4060400222851, -122.558403195959 48.4267581264059, -122.551220915153 48.4394652435426, -122.557298232976 48.4444375983815, -122.568347894931 48.4449900798733, -122.575253929638 48.4433326353979, -122.581607482853 48.4292443091786, -122.614480233325 48.4148797475665, -122.64983915051 48.4085261943513, -122.665338 48.416453, -122.674158 48.424726, -122.678928 48.439466, -122.677072 48.444059, -122.674188 48.443327, -122.674085 48.441979, -122.667249 48.44250299999999, -122.654844 48.454087, -122.657753 48.47294, -122.664623 48.478128, -122.689121 48.47684899999999, -122.695725 48.464785, -122.695587 48.460558, -122.700603 48.457632, -122.710362 48.46158399999999, -122.712322 48.464143, -122.712981 48.47879, -122.701644 48.497622, -122.684521 48.509123, -122.679122 48.507797, -122.676922 48.504484, -122.671386 48.50398, -122.615182994129 48.5214266481892, -122.606960873795 48.5221521305897, -122.599950900525 48.5209458010504, -122.598469 48.512169, -122.568071 48.50821, -122.556834 48.498812, -122.537355 48.466749, -122.532845 48.466057, -122.526943 48.468004, -122.515056 48.465554, -122.511348 48.461825, -122.500721 48.460887, -122.471832 48.470724, -122.469634 48.472187, -122.46967 48.474975, -122.473763 48.47975, -122.478851 48.481736, -122.483501 48.49243, -122.484996 48.50962, -122.483872 48.521891, -122.485288 48.528106, -122.498463 48.556206, -122.504428 48.564775, -122.525370213502 48.5673440209844, -122.531977527638 48.5686438209684, -122.534719 48.574246, -122.534787 48.57595999999999, -122.512372213661 48.5780673677043, -122.495904 48.575927, -122.488421 48.564665, -122.482406 48.559653, -122.478431 48.559303, -122.44456 48.570115, -122.433059 48.581609, -122.425271 48.599522, -122.448702 48.62262399999999, -122.46425 48.62571699999999, -122.486878 48.643122, -122.488754457515 48.64535781284869, -121.251233 48.640997, -120.910534 48.640937, -120.752021 48.657538, -120.701557 48.53162, -120.824008 48.545153, -121.035823 48.494749, -121.069941 48.316539, -121.001409 48.295548, -122.378210145065 48.29759)))","(-121.73501846085223, 48.47891204144102)",Skagit County,10,1278,25
2977,Skamania County,Washington,53,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US53059,53.0,59.0,Skamania,County,1655.677,"POLYGON ((-121.820054992658 45.7046487184362, -121.867167 45.69327699999999, -121.901855 45.670716, -121.900858 45.662009, -121.908267 45.654399, -121.922241697783 45.6484953905945, -121.983038 45.622812, -122.101675 45.583516, -122.112356 45.581409, -122.126197 45.582617, -122.126197 45.582573, -122.12949 45.582967, -122.129548 45.582945, -122.14075 45.584508, -122.183695 45.577696, -122.2017 45.564141, -122.248993 45.547745, -122.245633 46.053932, -122.239952 46.384204, -122.241696 46.385292, -122.241011 46.386371, -121.523556 46.38822099999999, -121.523938 46.044048, -121.612502 46.04384, -121.608576 45.85822, -121.608928 45.78258, -121.522392 45.724677, -121.533106 45.726541, -121.626185 45.705915, -121.707358 45.694809, -121.735104 45.694039, -121.811304 45.706761, -121.820054992658 45.7046487184362))","(-121.91624482391028, 46.0230962662882)",Skamania County,1,1747,25
2978,Snohomish County,Washington,53,61,1,1,1,0,0,1,0,2,0,0,0,2,0,1,1,0,0,1,0500000US53061,53.0,61.0,Snohomish,County,2087.273,"MULTIPOLYGON (((-122.321721 48.019977, -122.303455 48.005603, -122.306629 48.004397, -122.326115 48.010295, -122.334524 48.018916, -122.328343 48.021335, -122.321721 48.019977)), ((-121.584537 47.776726, -121.928146 47.776971, -122.000396 47.775284, -122.000425 47.775284, -122.396421650894 47.7779273359101, -122.397043 47.779719, -122.394944 47.803318, -122.392044 47.807718, -122.353244 47.840618, -122.346544 47.842418, -122.339944 47.846718, -122.33595 47.852306, -122.329545 47.869418, -122.330145 47.875318, -122.333543 47.880246, -122.328546 47.897917, -122.321847 47.911817, -122.311927482795 47.9237025476417, -122.310747 47.925117, -122.309747 47.929117, -122.311148 47.93671699999999, -122.307048 47.949117, -122.278047 47.956517, -122.249007 47.959507, -122.230046 47.970917, -122.226346 47.976417, -122.232391 47.987713, -122.23022 48.007154, -122.228767 48.012468, -122.224979 48.016626, -122.231761 48.02987599999999, -122.281087 48.049793, -122.305838 48.073415, -122.321709 48.085507, -122.326119 48.09287699999999, -122.343241 48.097631, -122.363842 48.12392999999999, -122.365078 48.125822, -122.363797 48.142759, -122.364744 48.151304, -122.370253 48.164809, -122.363479 48.17443799999999, -122.362044 48.187568, -122.372492 48.193022, -122.382102 48.207106, -122.385703 48.217811, -122.395499247547 48.2285513282288, -122.392851 48.238555, -122.398712 48.241684, -122.405757331362 48.2521932631296, -122.395328 48.25718699999999, -122.392058 48.269628, -122.371693 48.287839, -122.376818 48.296099, -122.378210145065 48.29759, -121.001409 48.295548, -120.906411 48.163348, -121.015412 48.075141, -121.153501 48.040871, -121.118059 47.99766, -121.180213 47.897132, -121.07071 47.826034, -121.11901 47.779933, -121.580986 47.777534, -121.584537 47.776726)))","(-121.69297786615779, 48.04690480282589)",Snohomish County,10,1278,25
2979,Spokane County,Washington,53,63,0,0,0,1,1,0,1,1,0,1,3,0,1,0,0,1,5,0,0500000US53063,53.0,63.0,Spokane,County,1763.791,"POLYGON ((-117.042485 47.76652499999999, -117.042521 47.764896, -117.042623 47.761223, -117.042657 47.76085699999999, -117.042059 47.7451, -117.042135 47.7441, -117.041678 47.72271, -117.041633 47.7064, -117.041532 47.683194, -117.041431 47.68, -117.041431 47.678185, -117.041431 47.67814, -117.041174 47.55853, -117.041276 47.55821, -117.040745 47.532909, -117.040545 47.527562, -117.040514 47.522351, -117.039945 47.477823, -117.039971 47.463309, -117.039948 47.434885, -117.03995 47.412412, -117.039882 47.399085, -117.039857200682 47.3660930046111, -117.039843 47.347201, -117.040019 47.259272, -117.823695 47.260378, -117.820784 47.825188, -117.699097 47.856089, -117.535661 47.795111, -117.535039 48.04786499999999, -117.436903 48.047206, -117.041676 48.04555999999999, -117.04187365158 47.9773873069373, -117.042485 47.76652499999999))","(-117.40461550134899, 47.62101094294778)",Spokane County,10,1278,21
2980,Stevens County,Washington,53,65,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0500000US53065,53.0,65.0,Stevens,County,2477.765,"POLYGON ((-118.196891035629 49.0000944165533, -117.429539194546 48.9999569123203, -117.430203 48.923068, -117.498868 48.92278599999999, -117.498577 48.836813, -117.563619 48.836699, -117.563527 48.742464, -117.629512 48.742683, -117.629241 48.655848, -117.499695 48.656227, -117.502314 48.134864, -117.437521 48.134631, -117.436903 48.047206, -117.535039 48.04786499999999, -117.535661 47.795111, -117.699097 47.856089, -117.820784 47.825188, -117.882083 47.847152, -118.078212 47.800161, -118.213025 47.945298, -118.340925 47.894395, -118.402407 48.026382, -118.238198 48.058184, -118.248606 48.134255, -118.191298 48.159888, -118.1945 48.212889, -118.141475 48.259951, -118.175602 48.319492, -118.206507 48.470296, -118.149709 48.520568, -118.10496 48.653503, -118.131002 48.777653, -118.195508 48.840725, -118.221669 48.937098, -118.196891035629 49.0000944165533))","(-117.85635558102375, 48.39812544853042)",Stevens County,10,1278,22
2981,Thurston County,Washington,53,67,0,0,0,2,0,0,1,0,1,0,0,1,2,0,1,2,0,4,0500000US53067,53.0,67.0,Thurston,County,721.961,"POLYGON ((-122.821426 47.194211, -122.792371 47.174169, -122.775997 47.155187, -122.7595 47.141216, -122.637396 46.977097, -122.491497 46.867863, -122.372977 46.845038, -122.202721 46.762628, -123.160909 46.76433, -123.160588 46.793383, -123.158439 46.996237, -123.202066 47.084895, -123.075101 47.084503, -122.936716 47.19024599999999, -122.905659 47.155614, -122.881717 47.156285, -122.821426 47.194211))","(-122.83064932338843, 46.92604142743772)",Thurston County,1,1747,26
2982,Wahkiakum County,Washington,53,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US53069,53.0,69.0,Wahkiakum,County,263.375,"POLYGON ((-123.363638047213 46.1462414108187, -123.371433 46.146372, -123.430847 46.181827, -123.427629 46.22934799999999, -123.447592 46.249832, -123.468743 46.264531, -123.474844 46.267831, -123.484244 46.269531, -123.547659 46.259109, -123.547636 46.265595, -123.559923 46.26509799999999, -123.564405 46.262172, -123.581642 46.260502, -123.613544 46.259988, -123.669501 46.266832, -123.679125 46.272502, -123.68008 46.277943, -123.678069 46.286469, -123.67876 46.290721, -123.680574 46.296025, -123.687763 46.299235, -123.700764 46.305278, -123.724273 46.301161, -123.724038 46.295058, -123.727912685347 46.28966139074119, -123.72606 46.38562599999999, -123.358247 46.384227, -123.217841 46.38512799999999, -123.213054 46.172541, -123.280166 46.14484299999999, -123.363638047213 46.1462414108187))","(-123.42472818559081, 46.29226071456445)",Wahkiakum County,1,1747,27
2983,Walla Walla County,Washington,53,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US53071,53.0,71.0,Walla Walla,County,1270.129,"POLYGON ((-118.228928 46.593606, -118.241611 46.295072, -118.116139 46.295455, -118.116493 46.207912, -117.991292 46.207843, -117.996911 46.000787, -118.126197 46.000282, -118.131019 46.00028, -118.228941 46.000421, -118.236584 46.000418, -118.25253 46.000459, -118.256368 46.000439, -118.314982 46.000453, -118.36779 46.000622, -118.37836 46.000574, -118.470756 46.000632, -118.497027 46.00062, -118.537119 46.00084, -118.569392 46.000773, -118.57571 46.000718, -118.579906 46.000818, -118.637725 46.00097, -118.639332 46.000994, -118.658717 46.000955, -118.67787 46.000935, -118.987129 45.999855, -118.941075 46.029339, -118.980933 46.146296, -119.041418 46.192856, -118.972827 46.238705, -118.777228 46.290177, -118.746199 46.359512, -118.633826 46.414022, -118.615592 46.504543, -118.452637 46.596973, -118.228928 46.593606))","(-118.47977067202422, 46.229761281565956)",Walla Walla County,1,1747,22
2984,Whatcom County,Washington,53,73,0,0,0,0,0,1,1,1,5,0,0,2,1,0,2,1,1,2,0500000US53073,53.0,73.0,Whatcom,County,2106.857,"MULTIPOLYGON (((-120.752021 48.657538, -120.910534 48.640937, -121.251233 48.640997, -122.488754457515 48.64535781284869, -122.49399 48.651596, -122.500308 48.656163, -122.506718 48.669692, -122.519172 48.713095, -122.515511 48.720992, -122.505684 48.724524, -122.495301 48.737328, -122.490401 48.75112799999999, -122.510902 48.757728, -122.528203 48.768428, -122.535803 48.776128, -122.567498 48.779185, -122.596844 48.77149199999999, -122.598033 48.769489, -122.606787 48.75914299999999, -122.627808 48.74466, -122.637146 48.735708, -122.638082 48.73248599999999, -122.626287 48.72093, -122.612562 48.714932, -122.605733 48.701066, -122.606105 48.698556, -122.615169 48.693839, -122.620337804768 48.6936512194216, -122.630421655705 48.69662466380301, -122.646323108134 48.7080013122882, -122.673471939315 48.7330816598765, -122.666953 48.748445, -122.661111 48.75396199999999, -122.647443 48.773998, -122.645743 48.781538, -122.646777 48.785011, -122.656528 48.784969, -122.659708 48.786523, -122.680246 48.80275, -122.693683050854 48.8044745379296, -122.697219249339 48.8028104421536, -122.698675322057 48.800522313485, -122.699507365914 48.7949060013264, -122.699303 48.789063, -122.703106 48.786321, -122.709815 48.786205, -122.7112 48.79146, -122.709169 48.817829, -122.711805 48.832408, -122.717073 48.84719, -122.722685 48.852855, -122.785659 48.88506599999999, -122.793175 48.892927, -122.792584 48.894732, -122.783747 48.894639, -122.751289 48.91123899999999, -122.747514 48.915582, -122.745371 48.92122699999999, -122.746596 48.93073099999999, -122.755624 48.93866, -122.766096 48.941955, -122.770432 48.942528, -122.787539 48.93170199999999, -122.818232 48.939062, -122.821631 48.94136899999999, -122.822464 48.944911, -122.817226 48.95597, -122.796887 48.975026, -122.774276 48.991038, -122.766307 48.991672, -122.756318 48.99688099999999, -122.756037 48.999512, -122.75802 49.002357, -122.407829 49.002193, -122.405989 49.002239, -122.098357 49.002146, -121.751252 48.99739899999999, -121.12624 49.00141199999999, -120.851202335278 49.0011912706409, -120.767528 48.95438499999999, -120.73371 48.78290000000001, -120.654676 48.724198, -120.752021 48.657538)), ((-123.035393 49.002154, -123.021459 48.977299, -123.028091 48.973943, -123.040967 48.977305, -123.060717 48.975388, -123.083834 48.976139, -123.084498 48.986535, -123.090546 49.001976, -123.035393 49.002154)), ((-122.695907 48.73727299999999, -122.668947122845 48.7066438736102, -122.663258793591 48.6970771416921, -122.644901023316 48.6913888224601, -122.618225 48.670721, -122.609576 48.645018, -122.616956 48.645563, -122.635299 48.651846, -122.673538 48.680809, -122.691795 48.711498, -122.702223 48.717004, -122.718833 48.716818, -122.721981 48.723375, -122.722262 48.731624, -122.715709 48.748672, -122.70306 48.743602, -122.695907 48.73727299999999)))","(-121.71543800683004, 48.82581175021173)",Whatcom County,10,1278,25
2985,Whitman County,Washington,53,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0500000US53075,53.0,75.0,Whitman,County,2159.09,"POLYGON ((-118.209807 46.738938, -118.012613 46.790485, -117.958856 46.91487799999999, -117.960143 47.260449, -117.823695 47.260378, -117.040019 47.259272, -117.039899 47.22551499999999, -117.039888 47.20328199999999, -117.039871 47.181858, -117.039836 47.154734, -117.039821051927 47.1272649526282, -117.039657 46.825798, -117.039828 46.81544299999999, -117.03978261117 46.541784985303, -117.039771 46.471779, -117.039763 46.46957, -117.039741 46.462704, -117.039813 46.425425, -117.199044 46.41978599999999, -117.228896 46.462314, -117.253902 46.545082, -117.475331 46.70033, -117.601227 46.672679, -117.751037 46.690027, -117.851844 46.624772, -118.172552 46.556947, -118.21566 46.588924, -118.249122 46.73413799999999, -118.209807 46.738938))","(-117.52173813989705, 46.90288381331976)",Whitman County,1,1747,21
2986,Yakima County,Washington,53,77,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0500000US53077,53.0,77.0,Yakima,County,4295.396,"POLYGON ((-121.523938 46.044048, -121.523556 46.38822099999999, -121.386557 46.410601, -121.451194 46.533537, -121.35232 46.712366, -121.456356 46.783744, -121.52327 46.87328, -121.4565 46.922733, -121.379671 47.086765, -121.282039 47.088954, -121.089794 46.991039, -121.02649 46.911341, -120.634883 46.911995, -120.634431 46.825831, -120.509227 46.824534, -120.509618 46.738114, -119.973017 46.737171, -119.874057 46.628585, -119.866265 46.040662, -121.070459 46.042575, -121.523938 46.044048))","(-120.73768856927157, 46.4576233827874)",Yakima County,1,1747,24
2987,Barbour County,West Virginia,54,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,3,16,0500000US54001,54.0,1.0,Barbour,County,341.059,"POLYGON ((-80.166387 39.242283, -80.023411 39.247892, -79.89553599999999 39.299584, -79.80972899999999 39.230526, -79.825092 39.115803, -79.89609399999999 38.973404, -80.08506199999999 38.947236, -80.05582 39.03716, -80.128198 39.037795, -80.22717299999999 39.112792, -80.224687 39.170977, -80.166387 39.242283))","(-80.00281316386182, 39.13005191198874)",Barbour County,50,2267,0
2988,Berkeley County,West Virginia,54,3,12,5,6,10,18,41,13,39,71,115,73,60,43,43,37,31,30,63,0500000US54003,54.0,3.0,Berkeley,County,321.142,"POLYGON ((-78.22876599999999 39.391233, -78.138937 39.593796, -78.0234266729387 39.6198595781351, -78.009985 39.602893, -77.94644199999999 39.58491, -77.9026486985601 39.5877955795669, -77.8845362180821 39.5681737305907, -77.886135 39.560432, -77.88894499999999 39.55595, -77.86542299999999 39.516472, -77.84510499999999 39.498285, -77.82541083601569 39.4940359962694, -77.96695299999999 39.367164, -78.03318488923149 39.2646256130981, -78.22876599999999 39.391233))","(-78.04131372160391, 39.460303252815)",Berkeley County,35,2221,0
2989,Boone County,West Virginia,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US54005,54.0,5.0,Boone,County,501.543,"POLYGON ((-81.456632 37.987307, -81.57133399999999 37.928107, -81.514228 37.791211, -81.60753199999999 37.788709, -81.72213599999999 37.809507, -81.785641 37.936404, -81.97970599999999 37.99136, -81.932507 38.025356, -81.927565 38.152492, -81.83346999999999 38.20957, -81.64368499999999 38.220401, -81.51583599999999 38.11236, -81.456632 37.987307))","(-81.70122245054006, 38.024163905921625)",Boone County,1,2444,0
2990,Braxton County,West Virginia,54,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0500000US54007,54.0,7.0,Braxton,County,510.812,"POLYGON ((-80.881232 38.507045, -81.031677 38.667839, -80.98495 38.717898, -80.701836 38.87886, -80.60579899999999 38.904167, -80.44614799999999 38.777514, -80.45733199999999 38.739169, -80.50865499999999 38.645553, -80.650786 38.52659, -80.78517699999999 38.557649, -80.881232 38.507045))","(-80.72311013118235, 38.69952267843222)",Braxton County,10,2334,0
2991,Brooke County,West Virginia,54,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,24,0500000US54009,54.0,9.0,Brooke,County,89.205,"POLYGON ((-80.5179979285125 40.39964398036449, -80.51799099999999 40.398868, -80.51905599999999 40.172771, -80.51905599999999 40.172744, -80.519104 40.159672, -80.68539101270829 40.1876420813879, -80.652098 40.24497, -80.644598 40.25127, -80.637198 40.25507, -80.61669599999999 40.28027, -80.60289499999999 40.307069, -80.59989499999999 40.317669, -80.609313 40.360468, -80.619196 40.381768, -80.61734587754231 40.3960035676543, -80.573784 40.399755, -80.5179979285125 40.39964398036449))","(-80.57672611911647, 40.27186108704223)",Brooke County,50,2112,0
2992,Cabell County,West Virginia,54,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0500000US54011,54.0,11.0,Cabell,County,281.018,"POLYGON ((-82.047128 38.374432, -82.17679 38.3396, -82.264849 38.229199, -82.29785799999999 38.327443, -82.34391099999999 38.305209, -82.5066695062231 38.4100924679976, -82.34063999999999 38.440948, -82.33033499999999 38.44450000000001, -82.323999 38.449268, -82.320223 38.454516, -82.313935 38.468084, -82.295571 38.539783, -82.29327099999999 38.560283, -82.293871 38.572683, -82.29127099999999 38.578983, -82.2871015269719 38.5825881557857, -82.27427 38.593683, -82.26206999999999 38.598183, -82.245969 38.598483, -82.21896699999999 38.591683, -82.055127 38.474547, -82.047128 38.374432))","(-82.23863120650604, 38.42364057280028)",Cabell County,10,2378,0
2993,Calhoun County,West Virginia,54,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,0500000US54013,54.0,13.0,Calhoun,County,279.249,"POLYGON ((-80.98495 38.717898, -81.031677 38.667839, -81.08371 38.611982, -81.15883699999999 38.644494, -81.171819 38.739805, -81.278412 38.914867, -81.16245499999999 39.030608, -81.033632 39.009584, -81.00277699999999 38.846025, -81.056714 38.793322, -80.98495 38.717898))","(-81.118513229287, 38.840659961399254)",Calhoun County,35,2306,0
2994,Clay County,West Virginia,54,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0500000US54015,54.0,15.0,Clay,County,341.902,"POLYGON ((-81.23143399999999 38.263716, -81.283872 38.472029, -81.194113 38.527634, -81.130775 38.565948, -81.08371 38.611982, -81.031677 38.667839, -80.881232 38.507045, -80.817424 38.478553, -80.911361 38.41478499999999, -81.23143399999999 38.263716))","(-81.07903891418647, 38.46011606561144)",Clay County,1,2371,0
2995,Doddridge County,West Virginia,54,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0500000US54017,54.0,17.0,Doddridge,County,319.72,"POLYGON ((-80.544521 39.42912, -80.531808 39.360121, -80.603684 39.291041, -80.52570899999999 39.209429, -80.596126 39.167069, -80.728326 39.095679, -80.74921399999999 39.099843, -80.81296999999999 39.109401, -80.91383999999999 39.27294699999999, -80.888744 39.294298, -80.618629 39.450375, -80.544521 39.42912))","(-80.70550211201495, 39.26548997674146)",Doddridge County,35,2249,0
